Tempo;Distanza;Missile_X;Missile_Y;Missile_Z;Vel_Totale;Target_X;Target_Y;Target_Z;guide_force m/s^2;Densità_Aria_kg_m3;Temperatura_Kelvin;Temp_Ristagno_K;Temp_Skin_K;Mach;Pressione_Dinamica_Pa;Pressione_Locale_Pa;Spinta_Motore_N;Spinta_Base_N;Cd_Totale;Cl_Attuale;Fuel_kg;stato sicurezza
1,420;3089,88;-3925,85;0,09;2988,50;841,06;-841,90;50,00;3143,00;24,31;0,910200;268,72;620,77;311,10;2,559;321931;70210;11888;11770;0,4432;0,4429;19,94;OK
1,430;3088,22;-3917,42;0,09;2988,46;842,33;-835,20;50,00;3144,00;24,51;0,910204;268,72;621,83;311,32;2,563;322904;70211;11888;11770;0,4435;0,4447;19,88;OK
1,440;3086,55;-3908,98;0,09;2988,41;843,60;-828,50;50,00;3145,00;24,70;0,910209;268,73;622,90;311,54;2,567;323879;70211;11888;11770;0,4439;0,4465;19,83;OK
1,450;3084,86;-3900,52;0,09;2988,36;844,87;-821,80;50,00;3146,00;24,89;0,910213;268,73;623,96;311,76;2,571;324854;70212;11888;11770;0,4442;0,4483;19,78;OK
1,460;3083,16;-3892,06;0,10;2988,32;846,13;-815,10;50,00;3147,00;25,08;0,910217;268,73;625,03;311,97;2,575;325831;70212;11888;11770;0,4446;0,4501;19,73;OK
1,470;3081,45;-3883,58;0,10;2988,28;847,40;-808,40;50,00;3148,00;25,27;0,910222;268,73;626,10;312,19;2,579;326809;70212;11888;11770;0,4449;0,4519;19,67;OK
1,480;3079,73;-3875,08;0,10;2988,24;848,67;-801,70;50,00;3149,00;25,46;0,910226;268,73;627,17;312,41;2,582;327788;70213;11888;11770;0,4453;0,4536;19,62;OK
1,490;3077,99;-3866,58;0,10;2988,20;849,93;-795,00;50,00;3150,00;25,65;0,910229;268,73;628,24;312,64;2,586;328768;70213;11888;11770;0,4456;0,4554;19,57;OK
1,500;3076,24;-3858,06;0,11;2988,16;851,20;-788,30;50,00;3151,00;25,84;0,910233;268,73;629,31;312,86;2,590;329750;70214;11888;11770;0,4460;0,4571;19,51;OK
1,510;3074,48;-3849,53;0,11;2988,12;852,46;-781,60;50,00;3152,00;26,03;0,910237;268,73;630,38;313,08;2,594;330733;70214;11888;11770;0,4463;0,4588;19,46;OK
1,520;3072,71;-3840,99;0,11;2988,09;853,73;-774,90;50,00;3153,00;26,23;0,910240;268,73;631,46;313,30;2,598;331717;70214;11888;11770;0,4466;0,4605;19,41;OK
1,530;3070,92;-3832,43;0,12;2988,06;855,00;-768,20;50,00;3154,00;26,42;0,910243;268,73;632,54;313,53;2,602;332702;70215;11888;11770;0,4470;0,4621;19,36;OK
1,540;3069,12;-3823,86;0,12;2988,02;856,26;-761,50;50,00;3155,00;26,61;0,910246;268,73;633,61;313,75;2,606;333688;70215;11888;11770;0,4473;0,4638;19,30;OK
1,550;3067,31;-3815,28;0,12;2987,99;857,53;-754,80;50,00;3156,00;26,80;0,910249;268,73;634,69;313,98;2,609;334676;70215;11888;11770;0,4476;0,4654;19,25;OK
1,560;3065,49;-3806,68;0,13;2987,97;858,79;-748,10;50,00;3157,00;26,99;0,910252;268,73;635,77;314,21;2,613;335665;70215;11888;11770;0,4480;0,4670;19,20;OK
1,570;3063,66;-3798,08;0,13;2987,94;860,05;-741,40;50,00;3158,00;27,18;0,910255;268,73;636,85;314,44;2,617;336655;70216;11888;11770;0,4483;0,4686;19,14;OK
1,580;3061,81;-3789,46;0,13;2987,91;861,32;-734,70;50,00;3159,00;27,37;0,910257;268,73;637,94;314,67;2,621;337646;70216;11888;11770;0,4486;0,4702;19,09;OK
1,590;3059,95;-3780,83;0,14;2987,89;862,58;-728,00;50,00;3160,00;27,56;0,910259;268,73;639,02;314,90;2,625;338639;70216;11888;11770;0,4490;0,4717;19,04;OK
1,600;3058,08;-3772,18;0,14;2987,87;863,85;-721,30;50,00;3161,00;27,75;0,910262;268,73;640,11;315,13;2,629;339633;70216;11888;11770;0,4493;0,4733;18,99;OK
1,610;3056,20;-3763,52;0,15;2987,85;865,11;-714,60;50,00;3162,00;27,94;0,910264;268,73;641,20;315,36;2,633;340628;70216;11888;11770;0,4496;0,4748;18,93;OK
1,620;3054,30;-3754,85;0,15;2987,83;866,37;-707,90;50,00;3163,00;28,13;0,910265;268,73;642,28;315,59;2,636;341624;70217;11888;11770;0,4499;0,4763;18,88;OK
1,630;3052,39;-3746,17;0,15;2987,82;867,64;-701,20;50,00;3164,00;28,32;0,910267;268,73;643,37;315,82;2,640;342621;70217;11888;11770;0,4502;0,4778;18,83;OK
1,640;3050,47;-3737,48;0,16;2987,80;868,90;-694,50;50,00;3165,00;28,51;0,910269;268,73;644,46;316,06;2,644;343619;70217;11888;11770;0,4505;0,4793;18,77;OK
1,650;3048,54;-3728,77;0,16;2987,79;870,16;-687,80;50,00;3166,00;28,70;0,910270;268,73;645,56;316,29;2,648;344619;70217;11888;11770;0,4508;0,4807;18,72;OK
1,660;3046,59;-3720,05;0,17;2987,78;871,42;-681,10;50,00;3167,00;28,89;0,910271;268,73;646,65;316,53;2,652;345620;70217;11888;11770;0,4512;0,4822;18,67;OK
1,670;3044,64;-3711,31;0,17;2987,77;872,68;-674,40;50,00;3168,00;29,08;0,910272;268,73;647,75;316,77;2,656;346622;70217;11888;11770;0,4515;0,4836;18,62;OK
1,680;3042,67;-3702,57;0,17;2987,77;873,95;-667,70;50,00;3169,00;29,27;0,910273;268,73;648,84;317,00;2,659;347625;70217;11888;11770;0,4518;0,4850;18,56;OK
1,690;3040,68;-3693,81;0,18;2987,76;875,21;-661,00;50,00;3170,00;29,46;0,910273;268,73;649,94;317,24;2,663;348629;70217;11888;11770;0,4521;0,4864;18,51;OK
1,700;3038,69;-3685,04;0,18;2987,76;876,47;-654,30;50,00;3171,00;29,65;0,910274;268,73;651,04;317,48;2,667;349635;70217;11888;11770;0,4523;0,4878;18,46;OK
1,710;3036,68;-3676,26;0,19;2987,76;877,73;-647,60;50,00;3172,00;29,84;0,910274;268,73;652,14;317,72;2,671;350641;70217;11888;11770;0,4526;0,4892;18,40;OK
1,720;3034,66;-3667,46;0,19;2987,76;878,99;-640,90;50,00;3173,00;30,03;0,910274;268,73;653,24;317,96;2,675;351649;70217;11888;11770;0,4529;0,4905;18,35;OK
1,730;3032,63;-3658,65;0,20;2987,77;880,25;-634,20;50,00;3174,00;30,21;0,910274;268,73;654,35;318,21;2,679;352658;70217;11888;11770;0,4532;0,4918;18,30;OK
1,740;3030,59;-3649,83;0,20;2987,77;881,51;-627,50;50,00;3175,00;30,40;0,910274;268,73;655,45;318,45;2,682;353668;70217;11888;11770;0,4535;0,4932;18,25;OK
1,750;3028,53;-3641,00;0,21;2987,78;882,77;-620,80;50,00;3176,00;30,59;0,910273;268,73;656,56;318,69;2,686;354680;70217;11888;11770;0,4538;0,4945;18,19;OK
1,760;3026,46;-3632,15;0,21;2987,79;884,03;-614,10;50,00;3177,00;30,78;0,910272;268,73;657,66;318,94;2,690;355692;70217;11888;11770;0,4541;0,4958;18,14;OK
1,770;3024,38;-3623,29;0,22;2987,80;885,29;-607,40;50,00;3178,00;30,97;0,910271;268,73;658,77;319,18;2,694;356706;70217;11888;11770;0,4543;0,4970;18,09;OK
1,780;3022,29;-3614,42;0,22;2987,81;886,55;-600,70;50,00;3179,00;31,16;0,910270;268,73;659,88;319,43;2,698;357720;70217;11888;11770;0,4546;0,4983;18,03;OK
1,790;3020,19;-3605,53;0,23;2987,83;887,81;-594,00;50,00;3180,00;31,35;0,910269;268,73;660,99;319,68;2,702;358736;70217;11888;11770;0,4549;0,4995;17,98;OK
1,800;3018,07;-3596,64;0,23;2987,85;889,06;-587,30;50,00;3181,00;31,53;0,910267;268,73;662,11;319,93;2,705;359753;70217;11888;11770;0,4552;0,5007;17,93;OK
1,810;3015,94;-3587,73;0,24;2987,87;890,32;-580,60;50,00;3182,00;31,72;0,910266;268,73;663,22;320,17;2,709;360771;70217;11888;11770;0,4554;0,5019;17,87;OK
1,820;3013,80;-3578,81;0,24;2987,89;891,58;-573,90;50,00;3183,00;31,91;0,910264;268,73;664,34;320,42;2,713;361791;70216;11888;11770;0,4557;0,5031;17,82;OK
1,830;3011,64;-3569,87;0,25;2987,92;892,84;-567,20;50,00;3184,00;32,10;0,910262;268,73;665,45;320,68;2,717;362811;70216;11888;11770;0,4560;0,5043;17,77;OK
1,840;3009,48;-3560,92;0,25;2987,95;894,09;-560,50;50,00;3185,00;32,28;0,910259;268,73;666,57;320,93;2,721;363832;70216;11888;11770;0,4562;0,5055;17,72;OK
1,850;3007,30;-3551,96;0,26;2987,98;895,35;-553,80;50,00;3186,00;32,47;0,910257;268,73;667,69;321,18;2,725;364855;70216;11888;11770;0,4565;0,5066;17,66;OK
1,860;3005,11;-3542,99;0,27;2988,01;896,61;-547,10;50,00;3187,00;32,66;0,910254;268,73;668,81;321,43;2,728;365879;70216;11888;11770;0,4567;0,5078;17,61;OK
1,870;3002,90;-3534,01;0,27;2988,04;897,86;-540,40;50,00;3188,00;32,84;0,910251;268,73;669,93;321,69;2,732;366904;70215;11888;11770;0,4570;0,5089;17,56;OK
1,880;3000,69;-3525,01;0,28;2988,08;899,12;-533,70;50,00;3189,00;33,03;0,910248;268,73;671,06;321,94;2,736;367930;70215;11888;11770;0,4572;0,5100;17,50;OK
1,890;2998,46;-3516,00;0,28;2988,12;900,38;-527,00;50,00;3190,00;33,21;0,910244;268,73;672,18;322,20;2,740;368957;70215;11888;11770;0,4575;0,5111;17,45;OK
1,900;2996,22;-3506,98;0,29;2988,16;901,63;-520,30;50,00;3191,00;33,40;0,910240;268,73;673,31;322,46;2,744;369985;70214;11888;11770;0,4577;0,5121;17,40;OK
1,910;2993,97;-3497,94;0,30;2988,20;902,89;-513,60;50,00;3192,00;33,59;0,910236;268,73;674,43;322,72;2,747;371015;70214;11888;11770;0,4579;0,5132;17,35;OK
1,920;2991,70;-3488,89;0,30;2988,25;904,14;-506,90;50,00;3193,00;33,77;0,910232;268,73;675,56;322,98;2,751;372045;70213;11888;11770;0,4582;0,5142;17,29;OK
1,930;2989,43;-3479,83;0,31;2988,30;905,40;-500,20;50,00;3194,00;33,96;0,910228;268,73;676,69;323,24;2,755;373077;70213;11888;11770;0,4584;0,5153;17,24;OK
1,940;2987,14;-3470,76;0,32;2988,35;906,65;-493,50;50,00;3195,00;34,14;0,910223;268,73;677,82;323,50;2,759;374109;70213;11888;11770;0,4586;0,5163;17,19;OK
1,950;2984,84;-3461,68;0,32;2988,41;907,91;-486,80;50,00;3196,00;34,33;0,910219;268,73;678,95;323,76;2,763;375143;70212;11888;11770;0,4589;0,5173;17,13;OK
1,960;2982,52;-3452,58;0,33;2988,46;909,16;-480,10;50,00;3197,00;34,51;0,910214;268,73;680,09;324,02;2,767;376178;70212;11888;11770;0,4591;0,5183;17,08;OK
1,970;2980,20;-3443,47;0,34;2988,52;910,41;-473,40;50,00;3198,00;34,70;0,910208;268,72;681,22;324,29;2,770;377214;70211;11888;11770;0,4593;0,5192;17,03;OK
1,980;2977,86;-3434,35;0,34;2988,58;911,67;-466,70;50,00;3199,00;34,88;0,910203;268,72;682,36;324,55;2,774;378251;70211;11888;11770;0,4595;0,5202;16,98;OK
1,990;2975,51;-3425,21;0,35;2988,65;912,92;-460,00;50,00;3200,00;35,06;0,910197;268,72;683,50;324,82;2,778;379289;70210;11888;11770;0,4597;0,5211;16,92;OK
2,000;2973,15;-3416,06;0,36;2988,71;914,17;-453,30;50,00;3201,00;35,25;0,910191;268,72;684,63;325,08;2,782;380328;70210;11888;11770;0,4600;0,5221;16,87;OK
2,010;2970,77;-3406,90;0,37;2988,78;915,42;-446,60;50,00;3202,00;35,43;0,910185;268,72;685,78;325,35;2,786;381369;70209;11888;11770;0,4602;0,5230;16,82;OK
2,020;2968,39;-3397,73;0,37;2988,86;916,68;-439,90;50,00;3203,00;35,61;0,910178;268,72;686,92;325,62;2,789;382410;70208;11888;11770;0,4604;0,5239;16,76;OK
2,030;2965,99;-3388,54;0,38;2988,93;917,93;-433,20;50,00;3204,00;35,80;0,910171;268,72;688,06;325,89;2,793;383453;70208;11888;11770;0,4606;0,5248;16,71;OK
2,040;2963,58;-3379,35;0,39;2989,01;919,18;-426,50;50,00;3205,00;35,98;0,910164;268,72;689,20;326,16;2,797;384496;70207;11888;11770;0,4608;0,5256;16,66;OK
2,050;2961,15;-3370,14;0,40;2989,09;920,43;-419,80;50,00;3206,00;36,16;0,910157;268,72;690,35;326,43;2,801;385541;70206;11888;11770;0,4610;0,5265;16,61;OK
2,060;2958,72;-3360,91;0,41;2989,17;921,68;-413,10;50,00;3207,00;36,34;0,910149;268,72;691,50;326,70;2,805;386586;70206;11888;11770;0,4612;0,5273;16,55;OK
2,070;2956,27;-3351,68;0,41;2989,26;922,93;-406,40;50,00;3208,00;36,52;0,910142;268,72;692,64;326,98;2,809;387633;70205;11888;11770;0,4614;0,5282;16,50;OK
2,080;2953,81;-3342,43;0,42;2989,35;924,19;-399,70;50,00;3209,00;36,70;0,910134;268,72;693,79;327,25;2,812;388681;70204;11888;11770;0,4616;0,5290;16,45;OK
2,090;2951,33;-3333,17;0,43;2989,44;925,44;-393,00;50,00;3210,00;36,89;0,910125;268,72;694,94;327,53;2,816;389730;70203;11888;11770;0,4617;0,5298;16,39;OK
2,100;2948,85;-3323,90;0,44;2989,53;926,69;-386,30;50,00;3211,00;37,07;0,910117;268,72;696,09;327,80;2,820;390780;70202;11888;11770;0,4619;0,5306;16,34;OK
2,110;2946,35;-3314,61;0,45;2989,63;927,94;-379,60;50,00;3212,00;37,25;0,910108;268,72;697,25;328,08;2,824;391831;70202;11888;11770;0,4621;0,5313;16,29;OK
2,120;2943,84;-3305,32;0,46;2989,73;929,19;-372,90;50,00;3213,00;37,43;0,910099;268,72;698,40;328,36;2,828;392883;70201;11888;11770;0,4623;0,5321;16,24;OK
2,130;2941,32;-3296,01;0,47;2989,83;930,44;-366,20;50,00;3214,00;37,61;0,910089;268,72;699,56;328,63;2,831;393936;70200;11888;11770;0,4625;0,5328;16,18;OK
2,140;2938,79;-3286,68;0,47;2989,94;931,68;-359,50;50,00;3215,00;37,79;0,910080;268,72;700,71;328,91;2,835;394991;70199;11888;11770;0,4626;0,5336;16,13;OK
2,150;2936,24;-3277,35;0,48;2990,05;932,93;-352,80;50,00;3216,00;37,97;0,910070;268,72;701,87;329,19;2,839;396046;70198;11888;11770;0,4628;0,5343;16,08;OK
2,160;2933,68;-3268,00;0,49;2990,16;934,18;-346,10;50,00;3217,00;38,14;0,910060;268,71;703,03;329,48;2,843;397102;70197;11888;11770;0,4630;0,5350;16,02;OK
2,170;2931,11;-3258,64;0,50;2990,28;935,43;-339,40;50,00;3218,00;38,32;0,910049;268,71;704,19;329,76;2,847;398160;70196;11888;11770;0,4631;0,5357;15,97;OK
2,180;2928,53;-3249,27;0,51;2990,39;936,68;-332,70;50,00;3219,00;38,50;0,910038;268,71;705,35;330,04;2,850;399218;70195;11888;11770;0,4633;0,5364;15,92;OK
2,190;2925,93;-3239,88;0,52;2990,51;937,93;-326,00;50,00;3220,00;38,68;0,910027;268,71;706,52;330,33;2,854;400278;70194;11888;11770;0,4635;0,5370;15,87;OK
2,200;2923,33;-3230,49;0,53;2990,64;939,17;-319,30;50,00;3221,00;38,86;0,910016;268,71;707,68;330,61;2,858;401338;70193;11888;11770;0,4636;0,5377;15,81;OK
2,210;2920,71;-3221,08;0,54;2990,77;940,42;-312,60;50,00;3222,00;39,03;0,910004;268,71;708,85;330,90;2,862;402400;70192;11888;11770;0,4638;0,5383;15,76;OK
2,220;2918,07;-3211,66;0,55;2990,90;941,67;-305,90;50,00;3223,00;39,21;0,909992;268,71;710,02;331,19;2,866;403463;70191;11888;11770;0,4639;0,5390;15,71;OK
2,230;2915,43;-3202,22;0,56;2991,03;942,91;-299,20;50,00;3224,00;39,39;0,909980;268,71;711,18;331,47;2,869;404526;70189;11888;11770;0,4641;0,5396;15,65;OK
2,240;2912,77;-3192,77;0,57;2991,17;944,16;-292,50;50,00;3225,00;39,56;0,909968;268,71;712,35;331,76;2,873;405591;70188;11888;11770;0,4642;0,5402;15,60;OK
2,250;2910,10;-3183,31;0,58;2991,31;945,41;-285,80;50,00;3226,00;39,74;0,909955;268,71;713,53;332,05;2,877;406657;70187;11888;11770;0,4643;0,5408;15,55;OK
2,260;2907,42;-3173,84;0,59;2991,45;946,65;-279,10;50,00;3227,00;39,91;0,909942;268,71;714,70;332,35;2,881;407723;70186;11888;11770;0,4645;0,5413;15,50;OK
2,270;2904,73;-3164,36;0,60;2991,60;947,90;-272,40;50,00;3228,00;40,09;0,909928;268,71;715,87;332,64;2,885;408791;70185;11888;11770;0,4646;0,5419;15,44;OK
2,280;2902,03;-3154,86;0,62;2991,74;949,14;-265,70;50,00;3229,00;40,26;0,909915;268,70;717,05;332,93;2,888;409860;70183;11888;11770;0,4647;0,5425;15,39;OK
2,290;2899,31;-3145,35;0,63;2991,90;950,39;-259,00;50,00;3230,00;40,44;0,909901;268,70;718,22;333,22;2,892;410930;70182;11888;11770;0,4649;0,5430;15,34;OK
2,300;2896,58;-3135,83;0,64;2992,05;951,64;-252,30;50,00;3231,00;40,61;0,909886;268,70;719,40;333,52;2,896;412001;70181;11888;11770;0,4650;0,5435;15,28;OK
2,310;2893,84;-3126,30;0,65;2992,21;952,88;-245,60;50,00;3232,00;40,78;0,909872;268,70;720,58;333,82;2,900;413073;70179;11888;11770;0,4651;0,5440;15,23;OK
2,320;2891,08;-3116,75;0,66;2992,37;954,12;-238,90;50,00;3233,00;40,96;0,909857;268,70;721,76;334,11;2,904;414146;70178;11888;11770;0,4652;0,5445;15,18;OK
2,330;2888,32;-3107,19;0,67;2992,54;955,37;-232,20;50,00;3234,00;41,13;0,909842;268,70;722,94;334,41;2,907;415220;70176;11888;11770;0,4653;0,5450;15,12;OK
2,340;2885,54;-3097,62;0,68;2992,71;956,61;-225,50;50,00;3235,00;41,30;0,909826;268,70;724,12;334,71;2,911;416295;70175;11888;11770;0,4655;0,5455;15,07;OK
2,350;2882,75;-3088,04;0,70;2992,88;957,86;-218,80;50,00;3236,00;41,47;0,909810;268,70;725,31;335,01;2,915;417371;70173;11888;11770;0,4656;0,5459;15,02;OK
2,360;2879,94;-3078,44;0,71;2993,06;959,10;-212,10;50,00;3237,00;41,64;0,909794;268,70;726,49;335,31;2,919;418448;70172;11888;11770;0,4657;0,5464;14,97;OK
2,370;2877,13;-3068,84;0,72;2993,24;960,34;-205,40;50,00;3238,00;41,82;0,909778;268,70;727,68;335,61;2,922;419526;70170;11888;11770;0,4658;0,5468;14,91;OK
2,380;2874,30;-3059,22;0,73;2993,42;961,59;-198,70;50,00;3239,00;41,99;0,909761;268,69;728,87;335,91;2,926;420605;70169;11888;11770;0,4659;0,5472;14,86;OK
2,390;2871,46;-3049,58;0,75;2993,61;962,83;-192,00;50,00;3240,00;42,16;0,909744;268,69;730,06;336,22;2,930;421685;70167;11888;11770;0,4660;0,5477;14,81;OK
2,400;2868,61;-3039,94;0,76;2993,80;964,07;-185,30;50,00;3241,00;42,33;0,909726;268,69;731,25;336,52;2,934;422766;70165;11888;11770;0,4661;0,5481;14,75;OK
2,410;2865,74;-3030,28;0,77;2993,99;965,31;-178,60;50,00;3242,00;42,49;0,909708;268,69;732,44;336,83;2,938;423848;70164;11888;11770;0,4662;0,5484;14,70;OK
2,420;2862,87;-3020,61;0,79;2994,19;966,56;-171,90;50,00;3243,00;42,66;0,909690;268,69;733,63;337,14;2,941;424931;70162;11888;11770;0,4663;0,5488;14,65;OK
2,430;2859,98;-3010,93;0,80;2994,39;967,80;-165,20;50,00;3244,00;42,83;0,909672;268,69;734,83;337,44;2,945;426015;70160;11888;11770;0,4664;0,5492;14,60;OK
2,440;2857,08;-3001,23;0,81;2994,59;969,04;-158,50;50,00;3245,00;43,00;0,909653;268,69;736,02;337,75;2,949;427100;70158;11888;11770;0,4664;0,5495;14,54;OK
2,450;2854,17;-2991,53;0,83;2994,80;970,28;-151,80;50,00;3246,00;43,17;0,909634;268,69;737,22;338,06;2,953;428187;70157;11888;11770;0,4665;0,5499;14,49;OK
2,460;2851,24;-2981,81;0,84;2995,01;971,52;-145,10;50,00;3247,00;43,33;0,909615;268,68;738,42;338,37;2,957;429274;70155;11888;11770;0,4666;0,5502;14,44;OK
2,470;2848,30;-2972,08;0,85;2995,22;972,76;-138,40;50,00;3248,00;43,50;0,909595;268,68;739,62;338,68;2,960;430362;70153;11888;11770;0,4667;0,5505;14,38;OK
2,480;2845,35;-2962,33;0,87;2995,44;974,01;-131,70;50,00;3249,00;43,67;0,909575;268,68;740,82;339,00;2,964;431451;70151;11888;11770;0,4667;0,5508;14,33;OK
2,490;2842,39;-2952,58;0,88;2995,66;975,25;-125,00;50,00;3250,00;43,83;0,909554;268,68;742,02;339,31;2,968;432541;70149;11888;11770;0,4668;0,5511;14,28;OK
2,500;2839,42;-2942,81;0,90;2995,89;976,49;-118,30;50,00;3251,00;44,00;0,909533;268,68;743,22;339,62;2,972;433632;70147;11888;11770;0,4669;0,5514;14,23;OK
2,510;2836,43;-2933,03;0,91;2996,12;977,73;-111,60;50,00;3252,00;44,16;0,909512;268,68;744,43;339,94;2,975;434724;70145;11888;11770;0,4669;0,5516;14,17;OK
2,520;2833,43;-2923,23;0,93;2996,35;978,97;-104,90;50,00;3253,00;44,32;0,909491;268,68;745,63;340,26;2,979;435817;70143;11888;11770;0,4670;0,5519;14,12;OK
2,530;2830,42;-2913,43;0,94;2996,59;980,21;-98,20;50,00;3254,00;44,49;0,909469;268,67;746,84;340,57;2,983;436911;70141;11889;11770;0,4671;0,5521;14,07;OK
2,540;2827,40;-2903,61;0,96;2996,83;981,45;-91,50;50,00;3255,00;44,65;0,909447;268,67;748,05;340,89;2,987;438006;70139;11889;11770;0,4671;0,5524;14,01;OK
2,550;2824,36;-2893,78;0,97;2997,08;982,69;-84,80;50,00;3256,00;44,81;0,909424;268,67;749,26;341,21;2,991;439102;70137;11889;11770;0,4672;0,5526;13,96;OK
2,560;2821,32;-2883,94;0,99;2997,32;983,92;-78,10;50,00;3257,00;44,98;0,909401;268,67;750,47;341,53;2,994;440200;70134;11889;11770;0,4672;0,5528;13,91;OK
2,570;2818,26;-2874,08;1,00;2997,58;985,16;-71,40;50,00;3258,00;45,14;0,909378;268,67;751,68;341,85;2,998;441298;70132;11889;11770;0,4673;0,5530;13,86;OK
2,580;2815,18;-2864,22;1,02;2997,83;986,40;-64,70;50,00;3259,00;45,30;0,909354;268,67;752,90;342,18;3,002;442397;70130;11889;11770;0,4673;0,5532;13,80;OK
2,590;2812,10;-2854,34;1,04;2998,09;987,64;-58,00;50,00;3260,00;45,46;0,909331;268,66;754,11;342,50;3,006;443497;70128;11889;11770;0,4674;0,5534;13,75;OK
2,600;2809,00;-2844,45;1,05;2998,36;988,88;-51,30;50,00;3261,00;45,62;0,909306;268,66;755,33;342,82;3,010;444598;70125;11889;11770;0,4674;0,5535;13,70;OK
2,610;2805,90;-2834,54;1,07;2998,62;990,12;-44,60;50,00;3262,00;45,78;0,909281;268,66;756,55;343,15;3,013;445699;70123;11889;11770;0,4674;0,5537;13,64;OK
2,620;2802,77;-2824,63;1,09;2998,90;991,36;-37,90;50,00;3263,00;45,94;0,909256;268,66;757,77;343,48;3,017;446802;70121;11889;11770;0,4675;0,5538;13,59;OK
2,630;2799,64;-2814,70;1,10;2999,17;992,59;-31,20;50,00;3264,00;46,09;0,909231;268,66;758,99;343,80;3,021;447906;70118;11889;11770;0,4675;0,5539;13,54;OK
2,640;2796,50;-2804,76;1,12;2999,45;993,83;-24,50;50,00;3265,00;46,25;0,909205;268,66;760,21;344,13;3,025;449011;70116;11889;11770;0,4675;0,5541;13,49;OK
2,650;2793,34;-2794,81;1,14;2999,74;995,07;-17,80;50,00;3266,00;46,41;0,909179;268,65;761,43;344,46;3,028;450117;70113;11889;11770;0,4676;0,5542;13,43;OK
2,660;2790,17;-2784,84;1,16;3000,02;996,31;-11,10;50,00;3267,00;46,57;0,909152;268,65;762,66;344,79;3,032;451224;70111;11889;11770;0,4676;0,5543;13,38;OK
2,670;2786,99;-2774,86;1,17;3000,31;997,54;-4,40;50,00;3268,00;46,72;0,909125;268,65;763,88;345,12;3,036;452332;70108;11889;11770;0,4676;0,5544;13,33;OK
2,680;2783,79;-2764,87;1,19;3000,61;998,78;2,30;50,00;3269,00;46,88;0,909098;268,65;765,11;345,46;3,040;453441;70105;11889;11770;0,4676;0,5544;13,27;OK
2,690;2780,59;-2754,87;1,21;3000,91;1000,02;9,00;50,00;3270,00;47,03;0,909070;268,65;766,34;345,79;3,044;454550;70103;11889;11770;0,4676;0,5545;13,22;OK
2,700;2777,37;-2744,86;1,23;3001,21;1001,25;15,70;50,00;3271,00;47,19;0,909042;268,64;767,57;346,13;3,047;455661;70100;11889;11770;0,4677;0,5545;13,17;OK
2,710;2774,14;-2734,83;1,25;3001,52;1002,49;22,40;50,00;3272,00;47,34;0,909014;268,64;768,80;346,46;3,051;456773;70097;11889;11770;0,4677;0,5546;13,12;OK
2,720;2770,90;-2724,79;1,26;3001,83;1003,73;29,10;50,00;3273,00;47,49;0,908985;268,64;770,03;346,80;3,055;457885;70095;11889;11770;0,4677;0,5546;13,06;OK
2,730;2767,64;-2714,74;1,28;3002,15;1004,96;35,80;50,00;3274,00;47,65;0,908956;268,64;771,26;347,14;3,059;458999;70092;11889;11770;0,4677;0,5546;13,01;OK
2,740;2764,37;-2704,68;1,30;3002,47;1006,20;42,50;50,00;3275,00;47,80;0,908926;268,64;772,50;347,47;3,062;460114;70089;11889;11770;0,4677;0,5546;12,96;OK
2,750;2761,09;-2694,60;1,32;3002,80;1007,43;49,20;50,00;3276,00;47,95;0,908896;268,63;773,73;347,81;3,066;461229;70086;11889;11770;0,4677;0,5546;12,90;OK
2,760;2757,80;-2684,52;1,34;3003,13;1008,67;55,90;50,00;3277,00;48,10;0,908866;268,63;774,97;348,15;3,070;462346;70083;11889;11770;0,4677;0,5546;12,85;OK
2,770;2754,50;-2674,42;1,36;3003,46;1009,90;62,60;50,00;3278,00;48,25;0,908835;268,63;776,21;348,50;3,074;463463;70080;11889;11770;0,4677;0,5546;12,80;OK
2,780;2751,18;-2664,30;1,38;3003,80;1011,14;69,30;50,00;3279,00;48,40;0,908804;268,63;777,45;348,84;3,077;464582;70077;11889;11770;0,4677;0,5546;12,75;OK
2,790;2747,85;-2654,18;1,40;3004,14;1012,37;76,00;50,00;3280,00;48,55;0,908772;268,63;778,69;349,18;3,081;465701;70074;11889;11770;0,4676;0,5545;12,69;OK
2,800;2744,51;-2644,04;1,42;3004,48;1013,61;82,70;50,00;3281,00;48,70;0,908740;268,62;779,93;349,53;3,085;466822;70071;11889;11770;0,4676;0,5545;12,64;OK
2,810;2741,16;-2633,90;1,44;3004,83;1014,84;89,40;50,00;3282,00;48,84;0,908708;268,62;781,18;349,87;3,089;467943;70068;11889;11770;0,4676;0,5544;12,59;OK
2,820;2737,79;-2623,73;1,46;3005,19;1016,08;96,10;50,00;3283,00;48,99;0,908675;268,62;782,42;350,22;3,093;469065;70065;11889;11770;0,4676;0,5543;12,53;OK
2,830;2734,42;-2613,56;1,49;3005,55;1017,31;102,80;50,00;3284,00;49,14;0,908642;268,62;783,67;350,57;3,096;470189;70062;11889;11770;0,4676;0,5542;12,48;OK
2,840;2731,03;-2603,38;1,51;3005,91;1018,55;109,50;50,00;3285,00;49,28;0,908608;268,61;784,92;350,92;3,100;471313;70059;11889;11770;0,4676;0,5541;12,43;OK
